random,Landcover_Class,system:index
0.4513242609984799,12,322
0.41792657551610546,17,323
0.5566945166256826,17,326
0.2797318482197857,0,328
0.4420257474980509,0,329
0.117523277856178,17,331
0.4369165438526771,8,334
0.6050748469136469,11,338
0.37078169243579173,8,339
0.6463819272761483,12,340
0.5410731546258603,17,341
0.29613471412162684,3,342
0.6037152716432255,0,343
0.24551632834440162,17,344
0.24264772484711494,3,347
0.2820067244387313,17,349
0.2744773587831827,17,353
0.13798912756874726,12,355
0.45349878941887634,9,357
0.04522559806101012,0,359
0.6587283617828134,12,361
0.1357765031126149,0,362
0.3429660537160296,0,363
0.09659099863860787,4,364
0.4314004435874351,8,365
0.3427542852097506,17,367
0.0839945771220717,5,368
0.16579086054168846,2,369
0.37700826405339694,0,373
0.575032407899865,9,375
0.5577939547380574,11,376
0.0567233387078937,4,377
0.5122079006183047,19,378
0.09845900978805378,9,379
0.1427076133307581,0,380
0.44723585524011356,0,381
0.22625676905852155,2,384
0.5899031976367705,11,386
0.4678980060954666,8,387
0.596566902395391,9,388
0.03556684370528651,11,393
0.5037242820452,11,394
0.3132765211640145,12,395
0.24845840583586942,2,396
0.6846105256925382,12,397
0.03576619472377518,11,399
0.47512691667421936,4,406
0.5277930270121737,3,407
0.02399538148998337,0,411
0.6441594582535543,12,413
0.22066981802675367,17,414
0.07514826736591829,3,415
0.3015809018326865,0,417
0.04987921956735253,11,418
0.6743644775069344,0,419
0.14479193766969511,11,422
0.06704810947769924,0,424
0.02361035411920498,17,425
0.5677071607447588,0,426
0.6146938878210502,8,428
0.6080460952702194,16,429
0.2511972153916824,12,430
0.3888487977380911,17,432
0.08769204289944943,18,433
0.5274814656131723,8,434
0.3251024374301791,9,435
0.19593613724393522,4,439
0.6046956692578576,0,441
0.47047221191315625,9,444
0.2963020454889371,0,446
0.2806751122279918,0,447
0.4379922750855415,8,449
0.06257581154228098,11,450
0.17316346364969248,17,452
0.6702947773879155,12,453
0.5555218318180378,3,458
0.5028837283034465,4,460
0.12329753697127543,4,461
0.6337421130672236,2,462
0.40000705383160107,4,465
0.170770308774856,0,467
0.5515541339765879,17,469
0.6071097632424319,3,471
0.21044708796259703,0,474
0.4882349717337744,12,477
0.48668592914075726,17,479
0.2954584731853025,11,480
0.1444628219265407,2,482
0.28474721145129245,12,483
0.5528066864072071,2,484
0.05119903752914534,0,485
0.286873438198461,11,487
0.5789146038180647,19,490
0.13330397097852187,12,492
0.21530868229144218,12,493
0.04022631994276704,4,497
0.07327025684139932,9,498
0.48958605836728586,11,500
0.015411430297275874,12,503
0.5920883167954214,9,504
0.6222148158441732,4,505
0.1298726638310348,11,510
0.5919863835571023,11,512
0.4351160838267636,12,513
0.5478883247252333,5,516
0.2224493826416486,11,517
0.2816873935780305,12,518
0.2728814579952371,8,521
0.17237924178630348,4,522
0.05387743499599673,8,523
0.4509079359928575,12,524
0.05240458632009437,8,526
0.6248859728951573,12,527
0.3019343688887399,4,528
0.22160277366452774,3,530
0.23010704140589477,17,532
0.5984798332953666,5,533
0.15435943958006826,11,537
0.3982703109237695,11,539
0.6797814234672331,4,540
0.5230266479661023,9,541
0.20875539576289415,9,543
0.5792939805570527,17,546
0.541680035335474,4,548
0.5290110030333702,12,549
0.6889088554905725,12,554
0.06964904335732358,17,556
0.1002496747740691,0,558
0.42215855056011453,17,559
0.274416476710435,17,560
0.018751597692208133,8,562
0.011598645023016996,0,564
0.5540005100749501,9,565
0.3276630477807756,17,566
0.6382871957636707,11,568
0.026970308684690303,8,570
0.6976509527425742,11,573
0.0949451089505613,11,576
0.4953705482384174,8,577
0.6382036336087806,17,579
0.5074976497961533,17,581
0.5916572524396175,3,582
0.5263015623069776,11,584
0.5747711259959282,11,585
0.19168535176013812,12,586
0.542670265876239,9,588
0.09978672631963448,5,589
0.1913607283068417,11,593
0.3069457986887767,17,595
0.12750432642593346,11,597
0.2364573576870257,8,598
0.17135611827367847,4,599
0.10846185691919419,0,600
0.09272298165029091,9,601
0.35276464165104027,17,604
0.10527698403819885,11,605
0.695217089666489,0,606
0.5820606090924018,11,607
0.1103764941146308,11,608
0.37557610663094976,11,611
0.6397838957184636,17,614
0.007287545109737725,9,615
0.17188845530731667,17,618
0.3328807136810611,3,620
0.1932446244632262,4,623
0.36530307676203055,0,624
0.12623484009079444,12,632
0.03946643315397136,12,633
0.5061882492505776,11,635
0.45602994370593875,9,637
0.23953080527638282,17,639
0.5222745491141578,4,640
0.13230606680518286,12,643
0.023919287337564543,12,644
0.04729017052685447,2,646
0.4554982783655803,12,647
0.5205763282957019,11,648
0.036800967734963774,12,650
0.5451836966742538,0,651
0.023426639518154713,4,652
0.07161426746384358,17,653
0.683363871237508,9,657
0.648063427086328,0,658
0.5355790309254365,0,659
0.3361381972371269,0,664
0.16724005659416274,17,665
0.13185271794209397,12,666
0.3836700411901929,9,667
0.06639481349454379,9,668
0.6033256335320112,8,669
0.4054606371575258,0,671
0.6226693833551574,3,673
0.5556649226729388,18,675
0.6355377203711885,0,676
0.47003289148557614,0,682
0.06383046221554078,11,685
0.01729351859737427,8,687
0.06310853824668161,0,688
0.05310959899928014,8,689
0.46093745484867843,0,690
0.679324700259263,8,692
0.23596140350917605,8,693
0.3672142884080981,8,695
0.19905696916471405,12,696
0.13467111647858998,19,697
0.34981330577046366,0,699
0.4795543411205401,8,701
0.4681585895291809,11,702
0.37515701507374244,11,705
0.46835876708583546,12,710
0.6245377521683252,12,711
0.591717436801911,17,712
0.5431123287625859,0,716
0.5385556647132224,17,717
0.6442629651050008,9,718
0.1403302361929748,19,720
0.1101684154234569,0,721
0.05234554198857089,9,722
0.12881810463544963,5,723
0.047211916558009825,8,726
0.6018117167517747,12,728
0.34322528113442796,17,729
0.44698995404829445,0,730
0.4495271246970267,2,731
0.5092067968646319,9,735
0.5832298688649387,8,736
0.18463974290192697,17,737
0.2528757221019652,0,738
0.2416696970953135,0,742
0.5139897724401454,0,745
0.5915434726519766,17,747
0.326359567692329,0,750
0.281561225525201,17,751
0.5282744019778891,8,752
0.5655806753445873,12,753
0.4253855601969103,8,754
0.20603843642917063,9,755
0.30743730172625283,17,756
0.4761178653781837,0,759
0.21650311947702605,12,760
0.13911364381570612,11,761
0.4978846942590419,17,763
0.001072098729391513,17,765
0.21090040593970472,4,766
0.19922908679427676,9,767
0.27606808101292424,19,770
0.14117702288258127,17,773
0.3043525280388656,0,774
0.686206470382625,12,776
0.32977165353960425,8,779
0.3738447894959902,12,780
0.4814087970800395,3,781
0.2543350591413581,9,783
0.6447142651098486,12,786
0.4899637672282444,17,788
0.187154773951547,3,789
0.6473940474462324,17,790
0.3799113754827631,2,792
0.5770077273068079,4,794
0.5353352795789856,3,795
0.44499174105538186,0,797
0.15399375197725784,11,800
0.42538163481690905,12,801
0.5328589447870968,9,807
8.402293053577647E-5,8,808
0.5472842928828787,2,809
0.3320997709670769,12,810
0.4935724388079883,17,811
0.4037296695865644,17,814
0.395094890128292,17,816
0.018873699806270516,0,818
0.17763776888402205,4,820
0.5142378747716122,2,821
0.2268109131487852,17,822
0.3278686159718408,8,824
0.6672871363268206,9,829
0.2911875498908565,17,832
0.47339386559528507,9,834
0.6248290071702676,17,835
0.5776484910262303,5,837
0.1562284272002864,12,838
0.5401855460907553,17,839
0.024444031551908663,3,842
0.569242631501647,4,843
0.5045263821551718,11,846
0.06598610079888134,17,848
0.09692882178620787,9,849
0.6767937973863604,4,851
0.4221621038386918,3,853
0.08200526014786069,12,856
0.6655708560931862,12,857
0.5921892368720445,9,858
0.1551641138112516,0,861
0.4459319048821967,17,863
0.3938938236085896,12,865
0.22385368906505332,11,866
0.20598886732639243,17,869
0.49922896126320904,0,870
0.45457676975630645,5,871
0.07272549325333,3,872
0.5301657088366002,12,874
0.37055985654949086,0,875
0.5666414392600624,17,877
0.10924855612895001,4,878
0.48173740808142274,17,880
0.039213528148216326,0,881
0.1827940015009436,11,882
0.5298138206719409,11,883
0.4851991636644385,11,885
0.6758691709083459,2,886
0.3701852386076536,0,888
0.2620577382793705,8,889
0.3577440540566442,9,890
0.11940362052471531,3,892
0.03806912511296523,11,894
0.6370024906915217,8,895
0.11207182419278705,0,899
0.27491735835637865,11,901
0.11089096503950058,17,906
0.10609528200666996,3,907
0.21658977756473308,12,908
0.0435716236002216,8,910
0.2592658457626895,18,911
0.19759285234354051,11,913
0.5758446091673587,2,916
0.46609454171628284,0,917
0.43906896551782815,17,918
0.371058481660838,9,922
0.1373038233759042,11,923
0.08227316018356579,11,925
0.013739682539610665,17,926
0.3946062412958735,0,927
0.377113945454676,4,928
0.5283224853208056,0,929
0.5950414153200035,11,930
0.5608670684515977,4,934
0.45730358506608804,3,936
0.5244404538514157,2,937
0.5759087431747189,12,939
0.001408231480812705,11,942
0.0286400567658589,0,943
0.24243469220552183,3,946
0.5183474899214787,9,949
0.4531729772467359,8,950
0.11246792488350887,3,951
0.05787517317160573,17,956
0.035240856398258025,5,957
0.45745129854945576,8,958
0.30506617346664244,8,961
0.17122915120100834,2,964
0.6649219463707752,17,966
0.1956248278587902,0,967
0.15407562444749445,11,972
0.03849257714634169,11,974
0.6232014027845066,12,975
0.31900613793196997,0,977
0.6488809308970604,11,979
0.5548943388895065,2,983
0.35214722832548384,0,988
0.38654020469160555,11,990
0.6324875051536456,3,994
0.6975012601063815,3,995
0.4416507700452106,11,996
0.3231221784181654,0,998
0.17672208643477172,11,999
0.13175408555103374,11,1000
0.12229765510451118,17,1001
0.13838607344629095,2,1002
0.24044884222469087,12,1003
0.3453478453536306,0,1004
0.21820599212237102,17,1009
0.6383507193060947,5,1010
0.5530508063388649,8,1011
0.007608275488852012,16,1012
0.5182783674552472,0,1013
0.4496587873053517,4,1014
0.018039261313705146,4,1015
0.19945372855089627,0,1016
0.18000156682536073,12,1017
0.6395190583669861,12,1022
0.22882509883251456,11,1023
0.11576718388638352,9,1024
0.6447375926830998,11,1025
0.07296915290012995,2,1026
0.23578148592536674,11,1027
0.20380939435454815,9,1032
0.17876240304432933,11,1038
0.6285010449464853,0,1039
0.24733411898200963,5,1041
0.29390306117494025,12,1043
0.3760061150796076,4,1045
0.01232309029566614,9,1051
0.3299445788475023,3,1052
0.42656760948570005,17,1053
0.5737183869513404,17,1055
0.14758719608368465,17,1057
0.2800679044354756,3,1059
0.015550696069951742,0,1061
0.5279962134574187,0,1062
0.5770001679185203,9,1063
0.21617507932396696,0,1067
0.5974690796599095,2,1069
0.02513214623220239,3,1071
0.5113685604054066,17,1072
0.07458716657480091,12,1074
0.6981837256495359,9,1075
0.4262978006075806,3,1077
0.40324938949795086,4,1078
0.4623201200078869,9,1080
0.6848714268011262,11,1081
0.11752222797175504,3,1083
0.02673445175350142,17,1084
0.39159611978314146,12,1085
0.4291908531445682,12,1087
8.762900946801544E-4,12,1090
0.47833958778629737,17,1091
0.4356669473727711,11,1096
0.567890278385962,11,1099
0.36144296925384534,12,1101
0.3128753004998317,11,1102
0.47330243691722473,0,1106
0.3086492553808423,9,1109
0.5391022859940334,12,1110
0.22835495506512538,17,1113
0.36021312001022043,0,1116
7.717527820250147E-6,12,1117
0.24583777594684264,9,1120
0.42036544106020823,5,1122
0.5496999525136546,12,1123
0.03864157811428515,8,1125
0.47531001093501235,0,1126
0.6995717259785612,12,1127
0.05045854902009139,4,1128
0.3901625320973874,17,1129
0.3447934790659356,9,1132
0.6588949926162931,11,1133
0.013369789558578038,17,1137
0.6538355696672692,17,1138
0.3918596534614198,12,1140
0.25035261937744946,12,1141
0.37610969815728634,3,1142
0.31546288118962207,17,1144
0.17373388868703976,17,1145
0.26903718208211813,12,1146
0.003520544692322214,0,1149
0.24393618108623827,12,1150
0.6950664294978791,12,1153
0.6705985175726084,0,1154
0.5271033644373896,0,1155
0.5238592705148373,17,1157
0.16155034368642984,8,1158
0.672766283486604,2,1159
0.2015375458870612,9,1160
0.02462041837567175,4,1164
0.2340911966309872,12,1165
0.6930589215471455,0,1166
0.3013689537620604,17,1172
0.4273764218866445,17,1173
0.25269119809462526,12,1174
0.2800777252674934,17,1175
0.036151555321830675,2,1176
0.654296595745513,9,1177
0.33970504480530817,16,1180
0.6625870919835276,8,1184
0.001418917513897,3,1185
0.6766755546786346,17,1187
0.4365323577648015,11,1190
0.6250362464870304,12,1196
0.3949784625599796,12,1197
0.09038674104348687,3,1205
0.04693530509085353,0,1208
0.4592995215749962,9,1211
0.6488367890212864,3,1212
0.05741962464203143,12,1214
0.2963450348382536,2,1215
0.40308691766510707,8,1217
0.4522306547057605,0,1218
0.631902483281213,0,1219
0.042321168651511476,0,1224
0.06371924103593407,9,1226
0.41692985995673537,12,1229
0.3077152599458207,8,1230
0.6601491185055582,0,1233
0.6367918475082777,12,1235
0.44512711611270706,17,1236
0.0892841678080617,2,1238
0.14300044743285245,9,1242
0.5114590176178951,0,1243
0.5068742546753879,11,1244
0.2123027711607407,9,1245
0.29495639887525493,11,1246
0.2819106485335384,5,1247
0.24871784458187285,12,1249
0.5298506775392602,3,1252
0.561576790429073,0,1254
0.11344319928060465,11,1255
0.041866244485394555,9,1261
0.3411642376244932,0,1262
0.22571947838938233,0,1263
0.6378516882408373,2,1266
0.41160553903530195,19,1268
0.5754462708628988,0,1272
0.08128811229933397,12,1277
0.5710774733895924,11,1280
0.4650780261025622,12,1283
0.676675753563229,9,1284
0.6897778805380296,17,1288
0.33447317578900615,0,1290
0.3391928327548611,17,1293
0.6572726810989664,4,1294
0.20812569314318075,17,1295
0.05806778832758308,0,1296
0.1275174300299371,7,1297
0.4188301750097566,0,1298
0.4534467332635149,3,1300
0.5987923931803412,12,1303
0.3458454688200947,9,1306
0.025932024867240222,0,1307
0.5020580214027381,3,1309
0.4083799639174057,5,1311
0.3023104544821399,4,1312
0.26908295293545104,5,1313
0.24673769406795976,11,1315
0.024300200155439766,2,1317
0.2712299443077979,8,1318
0.2349229852956487,12,1322
0.5484023199120592,17,1324
0.12353433689790394,12,1327
0.3275715777494864,9,1329
0.27916271696879824,8,1330
0.45188517678017837,11,1331
0.5211677622865888,0,1335
0.4713546498719914,9,1338
0.16544368318896707,17,1339
0.5555093700339394,12,1341
0.25771023783399494,2,1344
0.12698851890257645,19,1347
0.6270241551896508,9,1354
0.048291753839752705,2,1355
0.12619403947077645,0,1358
0.3881450050635654,11,1360
0.2574303207691393,8,1361
0.29054245650829,17,1363
0.5056653683855121,9,1367
0.18921603632400996,11,1370
0.4956681203432127,9,1376
0.26812595152810526,12,1378
0.646251167316096,0,1379
0.04124443744964368,2,1380
0.680403200375535,4,1381
0.2398877683118923,17,1382
0.06022244420086664,12,1385
0.36507873340432384,0,1387
0.6504874057941522,17,1394
0.1507495192104733,17,1396
0.656814713025258,4,1397
0.15922086620534925,16,1398
0.4481482602176825,12,1399
0.2733175949098047,17,1403
0.38766007408842207,0,1406
0.013455953809170307,4,1407
0.1708494404231049,17,1408
0.5643682947014811,17,1409
0.5965129457449379,17,1410
0.2947562362412658,2,1411
0.0235691391098638,12,1412
0.43038590549152833,17,1413
0.15445819337170852,5,1414
0.48059773449010557,0,1416
0.5614639679395405,19,1418
0.6932113369070222,11,1420
0.40397420987379973,12,1422
0.2981947456467978,9,1424
0.5412598104641053,12,1425
0.2339554829409224,8,1426
0.08673294748680238,11,1430
0.2051585844128616,12,1438
0.07383949744479779,2,1439
0.08328006373499297,0,1444
0.6945442600934768,11,1446
0.5159155557882757,18,1448
0.49251537616532903,2,1451
0.42599562831470195,12,1453
0.11345888058546316,9,1454
0.1372642252881333,12,1457
0.5675736810212177,9,1463
0.6916345238567009,3,1464
0.555096398028846,8,1467
0.25660217087401616,17,1468
0.19752697022288912,8,1471
0.4241061966777512,0,1473
0.40195916952453103,0,1474
0.3834929540976184,9,1475
0.28132850873696535,0,1476
0.3274756361921084,17,1477
0.29092023261810906,12,1481
0.03676818599722753,17,1482
0.21120770726881744,17,1483
0.2334452097416555,0,1484
0.3116546855911554,0,1488
0.36916794568479994,17,1489
0.5550124806298925,0,1492
0.01926592841443664,12,1493
0.18473525752377273,9,1495
0.5417347245078767,11,1497
0.6391184717004933,0,1500
0.5798412638421229,11,1501
0.49441475749854613,9,1502
0.6561989119981849,4,1504
0.16537023159499264,12,1505
0.4913387360715994,0,1510
0.5663141531248304,17,1511
0.5298345301312508,17,1512
0.3656313590345952,0,1515
0.3376568670577349,12,1517
0.23592106486687248,2,1518
0.5139952596459071,12,1520
0.378647533708266,17,1522
0.08815345856405887,4,1523
0.41201795010383224,0,1526
0.4133818097392695,17,1530
0.09540391984090135,4,1534
0.1336211994887173,17,1536
0.20895672200135318,0,1537
0.09537052043302352,0,1538
0.16469469966417694,5,1540
0.30319533890519224,8,1541
0.45748298669645837,7,1542
0.1116044842138767,8,1543
0.001264357717517206,2,1544
0.6569798778847199,2,1546
0.19668468397199568,17,1547
0.4133325651131069,12,1548
0.03720029676991321,12,1549
0.33771534416877713,0,1552
0.42328989236548764,8,1553
0.0858771149178933,12,1556
0.536039886980869,0,1558
0.6268749594201185,9,1559
0.5784037514459992,11,1560
0.5769657251807793,12,1562
0.6029600576524685,9,1564
0.44908120727005096,8,1565
0.3242290175295879,0,1566
0.33973387726621473,17,1567
0.3724596470562791,17,1568
0.5072393742018989,17,1574
0.013840510705562359,12,1580
0.29950115657746035,5,1583
0.055944954667253355,8,1590
0.10955172620493892,4,1593
0.3465194760710868,17,1595
0.42820287401267454,2,1597
0.41647070287649746,8,1598
0.022507387609056018,12,1600
0.09795619127729016,3,1601
0.48204274267854064,17,1603
0.18218292060516628,11,1604
0.1414399977427513,2,1607
0.37142667418837905,17,1609
0.6591848653425948,0,1611
0.23169496967232728,0,1612
0.17369198129135988,4,1613
0.20366320936840543,19,1614
0.5371803650636177,12,1615
0.2229106525216954,0,1616
0.5222047805736268,8,1617
0.05826849576887083,11,1619
0.4838945101970321,17,1622
0.2191827664834256,19,1624
0.4136856940373659,17,1625
0.1247033342256254,17,1630
0.3375834517387928,9,1631
0.04265804897496772,11,1632
0.6685307373966239,17,1634
0.5625812046564936,12,1635
0.6436296891004378,2,1637
0.6301733159563667,11,1638
0.6712770609867316,12,1640
0.2518346711598263,17,1641
0.4859529144570629,12,1644
0.5791113325720584,11,1645
0.01578974661517074,4,1646
0.23041808138031827,11,1647
0.33328722981709036,8,1651
0.5423200662421495,17,1653
0.430209505191671,0,1655
0.5564363020763046,12,1657
0.6540630095647946,0,1659
0.3686551701090859,17,1661
0.49910331100183203,4,1664
0.4403812368948734,17,1666
0.12084178800654888,0,1668
0.5743098106541592,0,1670
0.5215110351675888,11,1674
0.6985430832124463,19,1675
0.3303269011909905,3,1676
0.29032297823435493,0,1677
0.14675566067162926,8,1678
0.6209379115962291,17,1681
0.18730971941498764,8,1683
0.5862584951853387,17,1684
0.6189897624986489,8,1686
0.14373514552575273,4,1688
0.0742479362197187,9,1689
0.1173660671841138,17,1692
0.20628058611248745,11,1695
0.5113121698212648,12,1696
0.400736688834044,3,1697
0.6235505358335234,6,1699
0.3612277846386499,9,1701
0.3137646879546149,0,1702
0.5042310434747795,12,1703
0.6782570917703741,11,1704
0.28500889367896975,8,1705
0.45906218364320384,5,1706
0.15344408158531242,11,1707
0.6456942477481774,9,1709
0.3422890427467228,12,1712
0.20359229524367106,8,1715
0.026867261843189327,8,1718
0.37875940110377637,11,1719
0.026641471146017892,17,1723
0.038779895434764344,4,1724
0.13231544406948248,4,1725
0.3882304469120905,4,1726
0.026608357430866536,17,1731
0.2887732319303348,8,1735
0.65758468697458,11,1736
0.17545359538650185,17,1739
0.09278650290075774,16,1740
0.615389198710721,12,1742
0.03326794972662883,3,1744
0.1674100839369238,8,1745
0.28279733884213454,11,1746
0.2024173571514407,9,1747
0.6965551996833366,12,1748
0.04570917463935609,17,1749
0.044285971653687306,11,1751
0.531523776017688,8,1753
0.2039515926938742,12,1755
0.14485014637645144,0,1756
0.33941789919990006,9,1760
0.194169549061056,17,1767
0.45454059670494973,17,1768
0.5866373197725239,0,1773
0.09659788969456307,0,1774
0.059827743802499445,4,1776
0.6633595696624044,17,1779
0.2631335943761578,11,1783
0.4634836823852767,8,1787
0.5618372626418638,0,1789
0.37144878076615573,19,1793
0.03480473313872323,11,1795
0.07790162992007443,17,1796
0.6817096795568074,17,1798
0.6503852439012852,0,1799
0.5120913469922641,17,1801
0.6327734162801368,9,1802
0.155472963017387,17,1803
0.27358052989668125,12,1805
0.5288486525723093,2,1806
0.49108506113762906,0,1809
0.6316443806655159,12,1810
0.3487651118037257,9,1812
0.5465150451409676,17,1813
0.3752143146782483,8,1817
0.08728587836006052,0,1819
0.21661629310855457,3,1823
0.0918434320728101,12,1826
0.6402325240219034,12,1829
0.3992795228609469,8,1831
0.33317480928814547,11,1832
0.5778422198350169,17,1834
0.6958031455145341,0,1835
0.27620033198197913,0,1837
0.3225759667205771,12,1838
0.09383609957269368,11,1839
0.6581988130988887,8,1840
0.37192114873619475,0,1841
0.2956621856483076,11,1846
0.12217147809891271,19,1847
0.24301150269257488,0,1849
0.2307934589951599,0,1851
0.5439473832855783,17,1853
0.05153497085457104,17,1857
0.5586420077567017,17,1862
0.05769631657220087,9,1863
0.007863374677956947,0,1864
0.38451334119865255,11,1865
0.6490599036676978,11,1870
0.39827632169202465,4,1871
0.4400604694915936,11,1875
0.25723285369650006,9,1877
0.2577609016262079,11,1878
0.1889489870609974,3,1879
0.11121302609605821,12,1881
0.4717670655272822,17,1882
0.5822293367973279,11,1888
0.49278993606822397,12,1892
0.07505205557769101,0,1893
0.32781721356987703,4,1894
0.6579289681842733,0,1895
0.19591020577235085,12,1898
0.5426194760727772,0,1902
0.6235920179955224,12,1903
0.6030175634222463,17,1904
0.31468832624711207,2,1906
0.333626889712932,0,1907
0.38281895614113626,4,1909
0.251762388796128,0,1912
0.10402621049613803,17,1913
0.4708651556500868,17,1914
0.3833344217933613,17,1915
0.14796639186950478,9,1917
0.19840251878939907,0,1920
0.23829084908025844,4,1921
0.3886846032393231,17,1923
0.4794761618739686,11,1926
0.019584717438775767,4,1928
0.5631778390942719,11,1931
0.10416935673079575,11,1934
0.42333118310982487,12,1936
0.15503159708005687,9,1937
0.17609503402451543,17,1939
0.11662149011671452,12,1941
0.6999749623552297,11,1942
0.023773754108163736,0,1943
0.6611215872533398,11,1945
0.23639208609907714,4,1946
0.10534069549321756,17,1947
0.08013317020899224,4,1948
0.6465635030756086,12,1949
0.5092256398759569,17,1950
0.36764518538760227,12,1954
0.2797018842926392,0,1955
0.5496488596000104,11,1956
0.5923977877985019,17,1957
0.06877249469763713,3,1960
0.003939793249354784,17,1961
0.4154558983450024,12,1962
0.5193194784757589,17,1964
0.5768273579055979,3,1965
0.027593999521346557,12,1968
0.10950786796313516,0,1969
0.02412967599695981,0,1971
0.5180547331010513,2,1973
0.230100892057728,11,1975
0.0628909795151329,4,1976
0.29712091949890773,17,1978
0.09233860727719567,0,1979
0.2464809724839604,19,1980
0.1495716282964421,17,1982
0.6720446623149835,17,1984
0.3890393707296671,17,1985
0.6766649422834073,0,1987
0.34312769524388675,17,1988
